,ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
3085,32012,Ohio,Place found,40.0,-80.83
3087,32013,Ohio,Place found,40.0,-80.83
3089,32014,Missouri,Place found,38.0,-98.0
3091,32016,Ohio,Place found,40.0,-80.83
3094,32017,Illinois,Place found,40.0,-89.0
3096,32018,Missouri,Place found,38.0,-98.0
3099,32021,Colorado,Place found,39.0,-105.0
3100,32022,Ouachita River,Place found,34.68,-94.32
3105,32025,Kentucky,Place found,37.0,-85.0
3106,32026,Tennessee,Place found,35.5,-85.0
3107,32056,Ouachita River,Place found,34.68,-94.32
3112,32057,Ouachita River,Place found,34.68,-94.32
3117,32058,Ouachita River,Place found,34.68,-94.32
3122,32059,Ouachita River,Place found,34.68,-94.32
3127,32060,Ouachita River,Place found,34.68,-94.32
3132,32061,Ouachita River,Place found,34.68,-94.32
3137,32062,Arkansas,Place found,35.0,-93.0
3141,32063,Ouachita River,Place found,34.68,-94.32
3146,32066,Ouachita River,Place found,34.68,-94.32
3151,32068,Ouachita River,Place found,34.68,-94.32
3156,32069,Ouachita River,Place found,34.68,-94.32
3161,32070,Ouachita River,Place found,34.68,-94.32
3166,32071,Ouachita River,Place found,34.68,-94.32
3171,32072,Ouachita River,Place found,34.68,-94.32
3176,32073,Ouachita River,Place found,34.68,-94.32
3181,32074,Ouachita River,Place found,34.68,-94.32
3186,32075,Ouachita River,Place found,34.68,-94.32
3191,32076,Ouachita River,Place found,34.68,-94.32
3196,32077,Ouachita River,Place found,34.68,-94.32
3201,32078,Ouachita River,Place found,34.68,-94.32
3206,32079,Ouachita River,Place found,34.68,-94.32
3211,32080,Ouachita River,Place found,34.68,-94.32
3216,32081,Arkansas,Place found,35.0,-93.0
3220,32082,Ouachita River,Place found,34.68,-94.32
3225,32083,Ouachita River,Place found,34.68,-94.32
3230,32086,Ouachita River,Place found,34.68,-94.32
3235,32087,Ouachita River,Place found,34.68,-94.32
3240,32088,Ouachita River,Place found,34.68,-94.32
3245,32089,Ouachita River,Place found,34.68,-94.32
3250,32090,Ouachita River,Place found,34.68,-94.32
3255,32091,Arkansas,Place found,35.0,-93.0
3258,32092,Ouachita River,Place found,34.68,-94.32
3263,32093,Arkansas,Place found,35.0,-93.0
3266,32095,Ouachita River,Place found,34.68,-94.32
3271,32096,Ouachita River,Place found,34.68,-94.32
3276,32097,Ohio,Place found,40.0,-80.83
3279,32098,Ohio,Place found,40.0,-80.83
3280,32099,Ohio,Place found,40.0,-80.83
3282,32100,Indiana,Place found,40.0,-86.0
3284,32101,Ohio,Place found,40.0,-80.83
3286,32102,Ohio,Place found,40.0,-80.83
3288,32104,Ouachita River,Place found,34.68,-94.32
3293,32105,Ohio,Place found,40.0,-80.83
3295,32108,Michigan,Place found,44.0,-85.0
3297,32111,Missouri,Place found,38.0,-98.0
3300,32112,Illinois,Place found,40.0,-89.0
3302,32114,Illinois,Place found,40.0,-89.0
3304,32115,Illinois,Place found,40.0,-89.0
3305,32117,Ohio,Place found,40.0,-80.83
3307,32118,Jackson,Place found,39.4,-95.83
3308,32119,Missouri,Place found,38.0,-98.0
3310,32120,Missouri,Place found,38.0,-98.0
3312,32122,Iowa,Place found,42.0,-93.0
3314,32124,Illinois,Place found,40.0,-89.0
3316,32126,Ohio,Place found,40.0,-80.83
3318,32135,Ohio,Place found,40.0,-80.83
3320,32136,Ohio,Place found,40.0,-80.83
3322,32140,Arkansas,Place found,35.0,-93.0
3326,32141,Ouachita River,Place found,34.68,-94.32
3331,32142,Ouachita River,Place found,34.68,-94.32
3336,32143,Ouachita River,Place found,34.68,-94.32
3341,32144,Ouachita River,Place found,34.68,-94.32
3346,32152,Ouachita River,Place found,34.68,-94.32
3351,32153,Ouachita River,Place found,34.68,-94.32
3356,32154,Ouachita River,Place found,34.68,-94.32
3361,32155,Ouachita River,Place found,34.68,-94.32
3366,32156,Ouachita River,Place found,34.68,-94.32
3371,32157,Ouachita River,Place found,34.68,-94.32
3376,32158,Ouachita River,Place found,34.68,-94.32
3381,32160,Illinois,Place found,40.0,-89.0
3383,32161,Illinois,Place found,40.0,-89.0
3385,32163,Ohio,Place found,40.0,-80.83
3387,32164,Missouri,Place found,38.0,-98.0
3389,32166,Illinois,Place found,40.0,-89.0
3392,32167,Illinois,Place found,40.0,-89.0
3394,32169,Kentucky,Place found,37.0,-85.0
3396,32170,Illinois,Place found,40.0,-89.0
3398,32171,Tennessee,Place found,35.5,-85.0
3400,32172,Illinois,Place found,40.0,-89.0
3402,32173,Missouri,Place found,38.0,-98.0
3404,32174,Illinois,Place found,40.0,-89.0
3406,32175,Missouri,Place found,38.0,-98.0
3408,32178,Illinois,Place found,40.0,-89.0
3410,32179,Missouri,Place found,38.0,-98.0
3413,32180,Illinois,Place found,40.0,-89.0
3415,32182,Missouri,Place found,38.0,-98.0
3417,32183,Arkansas,Place found,35.0,-93.0
3420,32184,Arkansas,Place found,35.0,-93.0
3424,32187,Arkansas,Place found,35.0,-93.0
3426,32188,Ouachita River,Place found,34.68,-94.32
3431,32189,Arkansas,Place found,35.0,-93.0
3433,32190,Ouachita River,Place found,34.68,-94.32
3438,32191,Ouachita River,Place found,34.68,-94.32
3443,32192,Ouachita River,Place found,34.68,-94.32
3448,32193,Ouachita River,Place found,34.68,-94.32
3453,32194,Arkansas,Place found,35.0,-93.0
3457,32195,Arkansas,Place found,35.0,-93.0
3459,32196,Ouachita River,Place found,34.68,-94.32
3464,32197,Ouachita River,Place found,34.68,-94.32
3469,32198,Ouachita River,Place found,34.68,-94.32
3474,32199,Ouachita River,Place found,34.68,-94.32
3479,32200,Ouachita River,Place found,34.68,-94.32
3484,32201,Ouachita River,Place found,34.68,-94.32
3489,32202,Ouachita River,Place found,34.68,-94.32
3494,32203,Arkansas,Place found,35.0,-93.0
3496,32204,Arkansas,Place found,35.0,-93.0
3500,32205,Ouachita River,Place found,34.68,-94.32
3505,32206,Arkansas,Place found,35.0,-93.0
3507,32207,Ouachita River,Place found,34.68,-94.32
3512,32208,Arkansas,Place found,35.0,-93.0
3516,32209,Ouachita River,Place found,34.68,-94.32
3521,32210,Ouachita River,Place found,34.68,-94.32
3526,32211,Arkansas,Place found,35.0,-93.0
3528,32212,Ouachita River,Place found,34.68,-94.32
3533,32213,Ouachita River,Place found,34.68,-94.32
3538,32214,Ouachita River,Place found,34.68,-94.32
3543,32215,Ouachita River,Place found,34.68,-94.32
3548,32216,Ouachita River,Place found,34.68,-94.32
3553,32217,Ouachita River,Place found,34.68,-94.32
3558,32218,Ouachita River,Place found,34.68,-94.32
3563,32219,Arkansas,Place found,35.0,-93.0
3565,32220,Arkansas,Place found,35.0,-93.0
3569,32221,Arkansas,Place found,35.0,-93.0
3571,32222,Ouachita River,Place found,34.68,-94.32
3576,32223,Ouachita River,Place found,34.68,-94.32
3581,32224,Arkansas,Place found,35.0,-93.0
3583,32225,Ouachita River,Place found,34.68,-94.32
3588,32226,Ouachita River,Place found,34.68,-94.32
3593,32228,Ouachita River,Place found,34.68,-94.32
3598,32231,Ouachita River,Place found,34.68,-94.32
3603,32236,Ouachita River,Place found,34.68,-94.32
3608,32237,Arkansas,Place found,35.0,-93.0
3611,32240,Ouachita River,Place found,34.68,-94.32
3616,32248,Arkansas,Place found,35.0,-93.0
3619,32253,Ouachita River,Place found,34.68,-94.32
3624,32255,Ouachita River,Place found,34.68,-94.32
3629,32256,Ouachita River,Place found,34.68,-94.32
3634,32258,Arkansas,Place found,35.0,-93.0
3637,32259,Ouachita River,Place found,34.68,-94.32
3642,32260,Ouachita River,Place found,34.68,-94.32
3647,32262,Arkansas,Place found,35.0,-93.0
3650,32314,Oklahoma,Place found,35.0,-98.0
3652,32315,Oklahoma,Place found,35.0,-98.0
3654,32316,Oklahoma,Place found,35.0,-98.0
3656,32338,Oklahoma,Place found,35.0,-98.0
3658,32345,Texas,Place found,30.0,-100.0
3659,32347,Colorado,Place found,39.0,-105.0
3660,32349,Oklahoma,Place found,35.0,-98.0
3662,32350,Oklahoma,Place found,35.0,-98.0
3664,32351,Oklahoma,Place found,35.0,-98.0
3666,32353,Oklahoma,Place found,35.0,-98.0
3668,32354,Oklahoma,Place found,35.0,-98.0
3670,32367,Louisiana,Place found,31.0,-92.0
3674,32368,Louisiana,Place found,31.0,-92.0
3678,32369,Louisiana,Place found,31.0,-92.0
3682,32370,Louisiana,Place found,31.0,-92.0
3686,32371,Louisiana,Place found,31.0,-92.0
3690,32372,Louisiana,Place found,31.0,-92.0
3694,32373,Louisiana,Place found,31.0,-92.0
3698,32374,Louisiana,Place found,31.0,-92.0
3702,32375,Louisiana,Place found,31.0,-92.0
3706,32376,Louisiana,Place found,31.0,-92.0
3710,32377,Louisiana,Place found,31.0,-92.0
3714,32378,Louisiana,Place found,31.0,-92.0
3718,32379,Louisiana,Place found,31.0,-92.0
3722,32380,Louisiana,Place found,31.0,-92.0
3726,32381,Louisiana,Place found,31.0,-92.0
3730,32382,Louisiana,Place found,31.0,-92.0
3734,32383,Bayou Macon,Place found,33.32,-91.32
3740,32384,Louisiana,Place found,31.0,-92.0
3744,32385,Louisiana,Place found,31.0,-92.0
3748,32386,Louisiana,Place found,31.0,-92.0
3752,32387,Louisiana,Place found,31.0,-92.0
3756,32388,Louisiana,Place found,31.0,-92.0
3760,32389,Louisiana,Place found,31.0,-92.0
3764,32390,Louisiana,Place found,31.0,-92.0
3768,32391,Louisiana,Place found,31.0,-92.0
3772,32392,Missouri,Place found,38.0,-98.0
3774,32393,Illinois,Place found,40.0,-89.0
3776,32394,Missouri,Place found,38.0,-98.0
3778,32395,Lee,Place found,40.65,-91.48
3779,32396,Arkansas,Place found,35.0,-93.0
3782,32397,Georgia,Place found,32.0,-84.0
3784,32398,Ouachita River,Place found,34.68,-94.32
3789,32399,Nebraska,Place found,41.5,-100.0
3790,32400,Illinois,Place found,40.0,-89.0
3792,32403,Oklahoma,Place found,35.0,-98.0
3794,32409,Oklahoma,Place found,35.0,-98.0
3796,32410,Oklahoma,Place found,35.0,-98.0
3798,32411,Oklahoma,Place found,35.0,-98.0
3800,32420,Arkansas,Place found,35.0,-93.0
3803,32421,Tennessee,Place found,35.5,-85.0
3805,32423,Oklahoma,Place found,35.0,-98.0
3807,32424,Oklahoma,Place found,35.0,-98.0
3809,32425,Oklahoma,Place found,35.0,-98.0
3811,32426,Oklahoma,Place found,35.0,-98.0
3813,32428,Missouri,Place found,38.0,-98.0
3814,32429,Illinois,Place found,40.0,-89.0
3816,32430,Missouri,Place found,38.0,-98.0
3818,32431,Missouri,Place found,38.0,-98.0
3820,32433,Missouri,Place found,38.0,-98.0
3822,32434,Ouachita River,Place found,34.68,-94.32
3827,32436,Illinois,Place found,40.0,-89.0
3829,32437,Illinois,Place found,40.0,-89.0
3831,32438,Missouri,Place found,38.0,-98.0
3833,32439,Missouri,Place found,38.0,-98.0
3835,32441,Ohio,Place found,40.0,-80.83
3837,32442,Ohio,Place found,40.0,-80.83
3839,32444,Missouri,Place found,38.0,-98.0
3841,32445,Missouri,Place found,38.0,-98.0
3843,32446,Missouri,Place found,38.0,-98.0
3846,32447,Indiana,Place found,40.0,-86.0
3848,32448,Illinois,Place found,40.0,-89.0
3850,32449,Missouri,Place found,38.0,-98.0
3852,32450,Missouri,Place found,38.0,-98.0
3854,32451,Illinois,Place found,40.0,-89.0
3856,32476,Indiana,Place found,40.0,-86.0
3857,32481,Tennessee,Place found,35.5,-85.0
3859,32482,Arkansas,Place found,35.0,-93.0
3862,32483,Arkansas,Place found,35.0,-93.0
3865,32484,Texas,Place found,30.0,-100.0
3867,32485,Illinois,Place found,40.0,-89.0
3869,32487,Ohio,Place found,40.0,-80.83
3871,32488,Missouri,Place found,38.0,-98.0
3872,32489,Arkansas,Place found,35.0,-93.0
3876,32490,Arkansas,Place found,35.0,-93.0
3880,32492,Missouri,Place found,38.0,-98.0
3882,32494,Arkansas,Place found,35.0,-93.0
3885,32495,Louisiana,Place found,31.0,-92.0
3887,32496,Arkansas,Place found,35.0,-93.0
3890,32497,Arkansas,Place found,35.0,-93.0
3893,32498,Arkansas,Place found,35.0,-93.0
3896,32499,Arkansas,Place found,35.0,-93.0
3899,32500,Ouachita River,Place found,34.68,-94.32
3904,32501,Ouachita River,Place found,34.68,-94.32
3909,32502,Arkansas,Place found,35.0,-93.0
3912,32503,Ouachita River,Place found,34.68,-94.32
3917,32504,Ouachita River,Place found,34.68,-94.32
3922,32505,Arkansas,Place found,35.0,-93.0
3926,32506,Ouachita River,Place found,34.68,-94.32
3931,32507,Arkansas,Place found,35.0,-93.0
3935,32508,Arkansas,Place found,35.0,-93.0
3936,32509,Missouri,Place found,38.0,-98.0
3938,32510,Missouri,Place found,38.0,-98.0
3940,32511,Missouri,Place found,38.0,-98.0
3941,32512,Missouri,Place found,38.0,-98.0
3943,32513,Missouri,Place found,38.0,-98.0
3945,32514,Ouachita River,Place found,34.68,-94.32
3950,32518,Ouachita River,Place found,34.68,-94.32
3955,32521,Ouachita River,Place found,34.68,-94.32
3960,32522,Arkansas,Place found,35.0,-93.0
3963,32523,Arkansas,Place found,35.0,-93.0
3966,32524,Arkansas,Place found,35.0,-93.0
3969,32525,Arkansas,Place found,35.0,-93.0
3972,32526,Arkansas,Place found,35.0,-93.0
3977,32528,Tennessee,Place found,35.5,-85.0
3978,32530,Tennessee,Place found,35.5,-85.0
3980,32531,Tennessee,Place found,35.5,-85.0
3981,32532,Arkansas,Place found,35.0,-93.0
3984,32533,Arkansas,Place found,35.0,-93.0
3987,32534,Tennessee,Place found,35.5,-85.0
3989,32535,Tennessee,Place found,35.5,-85.0
3990,32536,Tennessee,Place found,35.5,-85.0
3991,32537,Tennessee,Place found,35.5,-85.0
3992,32538,Tennessee,Place found,35.5,-85.0
3994,32539,Tennessee,Place found,35.5,-85.0
3995,32540,Tennessee,Place found,35.5,-85.0
3997,32542,Tennessee,Place found,35.5,-85.0
3998,32543,Tennessee,Place found,35.5,-85.0
4000,32545,Oklahoma,Place found,35.0,-98.0
4002,32546,Oklahoma,Place found,35.0,-98.0
4004,32547,Oklahoma,Place found,35.0,-98.0
4006,32548,Oklahoma,Place found,35.0,-98.0
4008,32549,Saint Clair,Place found,38.33,-93.77
4011,32550,Saint Clair,Place found,38.33,-93.77
4014,32551,Saint Clair,Place found,38.33,-93.77
4017,32552,Saint Clair,Place found,38.33,-93.77
4020,32553,county,Place found,,
4026,32554,Illinois,Place found,40.0,-89.0
4030,32555,Illinois,Place found,40.0,-89.0
4034,32556,Illinois,Place found,40.0,-89.0
4038,32557,Saint Clair,Place found,38.33,-93.77
4041,32558,Saint Clair,Place found,38.33,-93.77
4044,32559,Saint Clair,Place found,38.33,-93.77
4047,32560,Saint Clair,Place found,38.33,-93.77
4050,32561,Missouri,Place found,38.0,-98.0
4052,32562,Mississippi,Place found,83.0,-90.0
4056,32563,Christian,Place found,36.97,-93.18
4058,32564,Illinois,Place found,40.0,-89.0
4060,32568,Missouri,Place found,38.0,-98.0
4062,32571,Iowa,Place found,42.0,-93.0
4064,32572,Arkansas,Place found,35.0,-93.0
4066,32573,Illinois,Place found,40.0,-89.0
4068,32574,Missouri,Place found,38.0,-98.0
4071,32579,Illinois,Place found,40.0,-89.0
4073,32581,Tennessee,Place found,35.5,-85.0
4075,32582,Missouri,Place found,38.0,-98.0
4077,32583,Illinois,Place found,40.0,-89.0
4078,32585,Tennessee,Place found,35.5,-85.0
4080,32586,Tennessee,Place found,35.5,-85.0
4082,32588,Lima Lake,Place found,47.97,-90.42
4086,32589,Illinois,Place found,40.0,-89.0
4087,32590,Kentucky,Place found,37.0,-85.0
4089,32592,Missouri,Place found,38.0,-98.0
4091,32593,Missouri,Place found,38.0,-98.0
4093,32594,Illinois,Place found,40.0,-89.0
4095,32595,Tennessee,Place found,35.5,-85.0
4097,32596,Missouri,Place found,38.0,-98.0
4100,32597,Illinois,Place found,40.0,-89.0
4102,32598,Lima Lake,Place found,47.97,-90.42
4105,32599,Saint Clair,Place found,38.55,-89.92
4106,32600,Ouachita River,Place found,34.68,-94.32
4109,32602,Illinois,Place found,40.0,-89.0
4111,32603,Saint Clair,Place found,38.55,-89.92
4112,32604,Ohio,Place found,40.0,-80.83
4114,32605,Ohio,Place found,40.0,-80.83
4116,32607,Illinois,Place found,40.0,-89.0
4118,32610,Arkansas,Place found,35.0,-93.0
4120,32615,Tennessee,Place found,35.5,-85.0
4123,32620,Jersey,Place found,39.66,-90.35
4124,32621,Mississippi,Place found,83.0,-90.0
4128,32622,Jersey,Place found,39.66,-90.35
4129,32623,Illinois,Place found,40.0,-89.0
4131,32624,Arkansas,Place found,35.0,-93.0
4134,32625,Jersey,Place found,39.66,-90.35
4135,32626,Mississippi,Place found,83.0,-90.0
4138,32627,Ohio,Place found,40.0,-80.83
4140,32628,Clay,Place found,36.37,-90.38
4142,32629,Ouachita River,Place found,34.68,-94.32
4147,32630,Illinois,Place found,40.0,-89.0
4149,32632,Louisiana,Place found,31.0,-92.0
4151,32633,Arkansas,Place found,35.0,-93.0
4155,32634,Illinois,Place found,40.0,-89.0
4157,32635,Ouachita River,Place found,34.68,-94.32
4162,32636,Illinois,Place found,40.0,-89.0
4164,32639,Illinois,Place found,40.0,-89.0
4166,32640,Illinois,Place found,40.0,-89.0
4168,32641,Illinois,Place found,40.0,-89.0
4171,32642,Ouachita River,Place found,34.68,-94.32
4176,32644,Tennessee,Place found,35.5,-85.0
4178,32645,Bayou Macon,Place found,33.32,-91.32
4183,32646,Ohio,Place found,40.0,-80.83
4184,32647,Illinois,Place found,40.0,-89.0
4185,32648,Louisiana,Place found,31.0,-92.0
4188,32649,Illinois,Place found,40.0,-89.0
4190,32650,Louisiana,Place found,31.0,-92.0
4194,32651,Illinois,Place found,40.0,-89.0
4196,32653,Great Plains,Place found,39.0,-101.0
4197,32655,Great Plains,Place found,39.0,-101.0
4198,32656,Great Plains,Place found,39.0,-101.0
4199,32660,Great Plains,Place found,39.0,-101.0
4200,32663,Great Plains,Place found,39.0,-101.0
4201,32664,Arkansas,Place found,35.0,-93.0
4205,32666,Arkansas,Place found,35.0,-93.0
4209,32667,Arkansas,Place found,35.0,-93.0
4213,32668,Arkansas,Place found,35.0,-93.0
4215,32669,Arkansas,Place found,35.0,-93.0
4219,32670,Arkansas,Place found,35.0,-93.0
4223,32671,Arkansas,Place found,35.0,-93.0
4227,32672,Arkansas,Place found,35.0,-93.0
4229,32674,Arkansas,Place found,35.0,-93.0
4231,32676,Arkansas,Place found,35.0,-93.0
4234,32677,Arkansas,Place found,35.0,-93.0
4238,32678,Arkansas,Place found,35.0,-93.0
4241,32679,Arkansas,Place found,35.0,-93.0
4244,32681,Great Plains,Place found,39.42,-101.28
4245,32682,United States of America,Place found,38.0,-98.0
4247,32684,Great Plains,Place found,39.42,-101.28
4248,32686,Southwest,Place found,0.0,0.0
4249,32687,Great Plains,Place found,39.42,-101.28
4250,32688,Southwest,Place found,0.0,0.0
4251,32689,United States of America,Place found,38.0,-98.0
4253,32690,Great Plains,Place found,39.42,-101.28
4254,32692,Southwest,Place found,0.0,0.0
4255,32693,Southwest,Place found,0.0,0.0
4256,32696,Great Plains,Place found,39.0,-101.0
4257,32698,Great Plains,Place found,39.0,-101.0
4258,32703,Great Plains,Place found,39.0,-101.0
4259,32704,Great Plains,Place found,39.0,-101.0
4260,32705,Great Plains,Place found,39.0,-101.0
4261,32706,Illinois,Place found,40.0,-89.0
4264,32707,Illinois,Place found,40.0,-89.0
4267,32711,Illinois,Place found,40.0,-89.0
4270,32712,Illinois,Place found,40.0,-89.0
4273,32713,Illinois,Place found,40.0,-89.0
4276,32714,Illinois,Place found,40.0,-89.0
4279,32715,Illinois,Place found,40.0,-89.0
4282,32716,Illinois,Place found,40.0,-89.0
4285,32717,Kentucky,Place found,37.0,-85.0
4287,32718,Indiana,Place found,40.0,-86.0
4289,32719,Southwest,Place found,0.0,0.0
4290,32720,Northwest,Place found,,
4291,32732,New Mexico,Place found,35.0,-105.0
4293,32733,Laguna Pueblo,Place found,,
4294,32734,Arizona,Place found,34.0,-112.0
4296,32743,Laguna Pueblo,Place found,,
4297,32749,Jemez Pueblo,Place found,35.6,-106.72
4298,32753,New Mexico,Place found,35.0,-105.0
4300,32755,New Mexico,Place found,35.0,-105.0
4302,32757,New Mexico,Place found,35.0,-105.0
4304,32758,Laguna Pueblo,Place found,,
4305,32762,New Mexico,Place found,35.0,-105.0
4307,32763,Southwest,Place found,0.0,0.0
4308,32764,Southwest,Place found,0.0,0.0
4309,32767,Southwest,Place found,0.0,0.0
4310,32773,New Mexico,Place found,35.0,-105.0
4311,32774,Arizona,Place found,34.0,-112.0
4313,32776,Southwest,Place found,0.0,0.0
4314,32777,Southwest,Place found,0.0,0.0
4315,32778,Southwest,Place found,0.0,0.0
4316,32782,Isleta,Place found,34.9,-106.68
4317,32801,Southwest,Place found,0.0,0.0
4318,32802,Southwest,Place found,0.0,0.0
4319,32805,Southwest,Place found,0.0,0.0
4320,32815,Southwest,Place found,0.0,0.0
4321,32816,United States of America,Place found,38.0,-98.0
4323,32817,United States of America,Place found,38.0,-98.0
4325,32818,United States of America,Place found,38.0,-98.0
4327,32819,United States of America,Place found,38.0,-98.0
4329,32820,United States of America,Place found,38.0,-98.0
4331,32822,United States of America,Place found,38.0,-98.0
4333,32823,United States of America,Place found,38.0,-98.0
4335,32824,United States of America,Place found,38.0,-98.0
4337,32825,United States of America,Place found,38.0,-98.0
4339,32826,United States of America,Place found,38.0,-98.0
4343,32827,United States of America,Place found,38.0,-98.0
4345,32828,United States of America,Place found,38.0,-98.0
4347,32829,United States of America,Place found,38.0,-98.0
4349,32830,United States of America,Place found,38.0,-98.0
4351,32831,Southwest,Place found,0.0,0.0
4352,32836,United States of America,Place found,38.0,-98.0
4354,32841,Africa,Place found,0.0,0.0
4356,32850,Minnesota,Place found,46.0,-94.0
4357,32853,United States of America,Place found,38.0,-98.0
4359,32854,United States of America,Place found,38.0,-98.0
4361,32857,United States of America,Place found,38.0,-98.0
4363,32858,United States of America,Place found,38.0,-98.0
4365,32859,United States of America,Place found,38.0,-98.0
4367,32860,United States of America,Place found,38.0,-98.0
4369,32861,United States of America,Place found,38.0,-98.0
4371,32862,United States of America,Place found,38.0,-98.0
4373,32864,Oklahoma,Place found,35.0,-98.0
4376,32865,Oklahoma,Place found,35.0,-98.0
4379,32866,United States of America,Place found,38.0,-98.0
4381,32867,United States of America,Place found,38.0,-98.0
4383,32868,United States of America,Place found,38.0,-98.0
4385,32869,United States of America,Place found,38.0,-98.0
4387,32870,United States of America,Place found,38.0,-98.0
4389,32871,United States of America,Place found,38.0,-98.0
4391,32872,United States of America,Place found,38.0,-98.0
4393,32874,United States of America,Place found,38.0,-98.0
4395,32875,United States of America,Place found,38.0,-98.0
4397,32876,United States of America,Place found,38.0,-98.0
4399,32877,United States of America,Place found,38.0,-98.0
4401,32878,United States of America,Place found,38.0,-98.0
4403,32879,United States of America,Place found,38.0,-98.0
4405,32880,United States of America,Place found,38.0,-98.0
4407,32882,United States of America,Place found,38.0,-98.0
4409,32883,United States of America,Place found,38.0,-98.0
4411,32884,United States of America,Place found,38.0,-98.0
4413,32885,United States of America,Place found,38.0,-98.0
4415,32887,United States of America,Place found,38.0,-98.0
4418,32888,United States of America,Place found,38.0,-98.0
4420,32889,United States of America,Place found,38.0,-98.0
4422,32890,United States of America,Place found,38.0,-98.0
4426,32891,United States of America,Place found,38.0,-98.0
4428,32892,United States of America,Place found,38.0,-98.0
4430,32893,United States of America,Place found,38.0,-98.0
4432,32894,United States of America,Place found,38.0,-98.0
4434,32895,United States of America,Place found,38.0,-98.0
4436,32896,United States of America,Place found,38.0,-98.0
4438,32897,United States of America,Place found,38.0,-98.0
4440,32898,United States of America,Place found,38.0,-98.0
4442,32899,United States of America,Place found,38.0,-98.0
4445,32900,United States of America,Place found,38.0,-98.0
4447,32901,United States of America,Place found,38.0,-98.0
4449,32902,United States of America,Place found,38.0,-98.0
4451,32903,United States of America,Place found,38.0,-98.0
4453,32904,United States of America,Place found,38.0,-98.0
4455,32905,United States of America,Place found,38.0,-98.0
4457,32906,United States of America,Place found,38.0,-98.0
4459,32907,United States of America,Place found,38.0,-98.0
4461,32908,United States of America,Place found,38.0,-98.0
4463,32909,United States of America,Place found,38.0,-98.0
4465,32910,United States of America,Place found,38.0,-98.0
4467,32935,United States of America,Place found,38.0,-98.0
4470,32953,Great Plains,Place found,39.42,-101.28
4471,32957,United States of America,Place found,38.0,-98.0
4473,32958,United States of America,Place found,38.0,-98.0
4477,32959,United States of America,Place found,38.0,-98.0
4479,32961,United States of America,Place found,38.0,-98.0
4481,32962,United States of America,Place found,38.0,-98.0
4483,32963,United States of America,Place found,38.0,-98.0
4487,32964,United States of America,Place found,38.0,-98.0
4488,32966,United States of America,Place found,38.0,-98.0
4490,32968,United States of America,Place found,38.0,-98.0
4492,32969,United States of America,Place found,38.0,-98.0
4494,32970,United States of America,Place found,38.0,-98.0
4496,32971,United States of America,Place found,38.0,-98.0
4498,32972,United States of America,Place found,38.0,-98.0
4500,32973,United States of America,Place found,38.0,-98.0
4502,32975,United States of America,Place found,38.0,-98.0
4504,32976,United States of America,Place found,38.0,-98.0
4507,32977,United States of America,Place found,38.0,-98.0
4509,32978,United States of America,Place found,38.0,-98.0
4511,32979,United States of America,Place found,38.0,-98.0
4513,32981,United States of America,Place found,38.0,-98.0
4515,32982,United States of America,Place found,38.0,-98.0
4517,32983,United States of America,Place found,38.0,-98.0
4521,32984,United States of America,Place found,38.0,-98.0
4523,32988,United States of America,Place found,38.0,-98.0
4525,32989,United States of America,Place found,38.0,-98.0
4527,32990,United States of America,Place found,38.0,-98.0
4529,32992,United States of America,Place found,38.0,-98.0
4531,32993,United States of America,Place found,38.0,-98.0
4533,32994,United States of America,Place found,38.0,-98.0
4535,32995,United States,Place found,38.0,-98.0
4537,32996,United States of America,Place found,38.0,-98.0
4539,32997,United States of America,Place found,38.0,-98.0
4541,32998,United States of America,Place found,38.0,-98.0
4542,33000,United States of America,Place found,38.0,-98.0
4544,33001,United States of America,Place found,38.0,-98.0
4546,33004,United States of America,Place found,38.0,-98.0
4548,33005,United States of America,Place found,38.0,-98.0
4550,33006,United States of America,Place found,38.0,-98.0
4552,33007,United States of America,Place found,38.0,-98.0
4554,33008,United States of America,Place found,38.0,-98.0
4556,33009,United States of America,Place found,38.0,-98.0
4558,33011,United States of America,Place found,38.0,-98.0
4561,33012,United States of America,Place found,38.0,-98.0
4564,33014,United States of America,Place found,38.0,-98.0
4567,33015,United States of America,Place found,38.0,-98.0
4569,33016,United States of America,Place found,38.0,-98.0
4571,33017,United States of America,Place found,38.0,-98.0
4573,33022,United States of America,Place found,38.0,-98.0
4575,33025,United States of America,Place found,38.0,-98.0
4579,33030,United States of America,Place found,38.0,-98.0
4581,33032,United States of America,Place found,38.0,-98.0
4585,33033,United States of America,Place found,38.0,-98.0
4587,33035,United States of America,Place found,38.0,-98.0
4589,33037,United States,Place found,38.0,-98.0
4591,33038,United States of America,Place found,38.0,-98.0
4593,33043,United States of America,Place found,38.0,-98.0
4595,33044,United States of America,Place found,38.0,-98.0
4597,33046,United States of America,Place found,38.0,-98.0
4599,33047,United States of America,Place found,38.0,-98.0
4601,33051,Alaska,Place found,65.0,-153.0
4603,33053,United States of America,Place found,38.0,-98.0
4605,33054,United States of America,Place found,38.0,-98.0
4607,33059,United States of America,Place found,38.0,-98.0
4609,33064,United States of America,Place found,38.0,-98.0
4611,33065,United States of America,Place found,38.0,-98.0
4613,33066,United States of America,Place found,38.0,-98.0
4615,33067,United States of America,Place found,38.0,-98.0
4617,33068,United States of America,Place found,38.0,-98.0
4619,33070,United States of America,Place found,38.0,-98.0
