ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
33967,Yucatan Peninsula,Place found,19.5,-89
33967,Mesoamerica,Cultural Area,,
33967,Jaina Island,Place found,,
33968,México,Place found,23,-102
33968,Yucatán,Place found,20.83,-89
33968,Yucatan Peninsula,Place found,19.5,-89
33968,Mesoamerica,Cultural Area,,
33968,Jaina Island,Place found,,
33969,México,Place found,23,-102
33969,Yucatan Peninsula,Place found,19.5,-89
33969,Mesoamerica,Cultural Area,,
33970,México,Place found,23,-102
33970,Michoacan,Place found,19.17,-101.83
33970,Mesoamerica,Cultural Area,,
33971,Yucatan Peninsula,Place found,19.5,-89
33971,Mesoamerica,Cultural Area,,
33972,Yucatan Peninsula,Place found,19.5,-89
33972,Mesoamerica,Cultural Area,,
33973,Panama,Place found,9,-80
33973,Mesoamerica,Cultural Area,,
33974,Panama,Place found,9,-80
33974,Mesoamerica,Cultural Area,,
33975,Panama,Place found,9,-80
33975,Mesoamerica,Cultural Area,,
33976,Panama,Place found,9,-80
33976,Mesoamerica,Cultural Area,,
33977,Panama,Place found,9,-80
33977,Mesoamerica,Cultural Area,,
33978,Panama,Place found,9,-80
33978,Mesoamerica,Cultural Area,,
33979,México,Place found,23,-102
33979,Tenochtitlan,Place found,19.4,-99.15
33979,Mesoamerica,Cultural Area,,
33980,Mesoamerica,Cultural Area,,
33980,Central Mexico,Place found,,
33980,West Mexico,Place found,,
33981,Mesoamerica,Cultural Area,,
33981,Central Mexico,Place found,,
33981,West Mexico,Place found,,
33982,México,Place found,23,-102
33982,Vera Cruz,Place found,19.33,-96.67
33982,Mesoamerica,Cultural Area,,
33983,Mesoamerica,Cultural Area,,
33983,Jaina Island,Place found,,
33984,Mesoamerica,Cultural Area,,
33984,Central Mexico,Place found,,
33984,West Mexico,Place found,,
33985,México,Place found,23,-102
33985,Vera Cruz,Place found,19.33,-96.67
33985,Mesoamerica,Cultural Area,,
33986,México,Place found,23,-102
33986,Vera Cruz,Place found,19.33,-96.67
33986,Mesoamerica,Cultural Area,,
33987,México,Place found,23,-102
33987,Vera Cruz,Place found,19.33,-96.67
33987,Mesoamerica,Cultural Area,,
33988,México,Place found,23,-102
33988,Vera Cruz,Place found,19.33,-96.67
33988,Mesoamerica,Cultural Area,,
33989,México,Place found,23,-102
33989,Vera Cruz,Place found,19.33,-96.67
33989,Mesoamerica,Cultural Area,,
33990,México,Place found,23,-102
33990,Vera Cruz,Place found,19.33,-96.67
33990,Mesoamerica,Cultural Area,,
33991,México,Place found,23,-102
33991,Vera Cruz,Place found,19.33,-96.67
33991,Mesoamerica,Cultural Area,,
33992,México,Place found,23,-102
33992,Vera Cruz,Place found,19.33,-96.67
33992,Mesoamerica,Cultural Area,,
33993,México,Place found,23,-102
33993,Vera Cruz,Place found,19.33,-96.67
33993,Mesoamerica,Cultural Area,,
33994,México,Place found,23,-102
33994,Mesoamerica,Cultural Area,,
33995,México,Place found,23,-102
33995,Vera Cruz,Place found,19.33,-96.67
33995,Mesoamerica,Cultural Area,,
33996,México,Place found,23,-102
33996,Vera Cruz,Place found,19.33,-96.67
33996,Vera Cruz,Place found,19.33,-96.67
33996,Mesoamerica,Cultural Area,,
33997,México,Place found,23,-102
33997,Vera Cruz,Place found,19.33,-96.67
33997,Mesoamerica,Cultural Area,,
33998,México,Place found,23,-102
33998,Vera Cruz,Place found,19.33,-96.67
33998,Mesoamerica,Cultural Area,,
33999,México,Place found,23,-102
33999,Vera Cruz,Place found,19.33,-96.67
33999,Mesoamerica,Cultural Area,,
34000,México,Place found,23,-102
34000,Vera Cruz,Place found,19.33,-96.67
34000,Mesoamerica,Cultural Area,,
34001,México,Place found,23,-102
34001,Vera Cruz,Place found,19.33,-96.67
34001,Mesoamerica,Cultural Area,,
34002,México,Place found,23,-102
34002,Vera Cruz,Place found,19.33,-96.67
34002,Mesoamerica,Cultural Area,,
34003,Mesoamerica,Cultural Area,,
34003,Central Mexico,Place found,,
34003,West Mexico,Place found,,
34004,México,Place found,23,-102
34004,Mesoamerica,Cultural Area,,
34005,México,Place found,23,-102
34005,Vera Cruz,Place found,19.33,-96.67
34005,Mesoamerica,Cultural Area,,
34006,Yucatan Peninsula,Place found,19.5,-89
34006,Mesoamerica,Cultural Area,,
34007,México,Place found,23,-102
34007,Mesoamerica,Cultural Area,,
34007,Mesoamerica,Cultural Area,,
34008,México,Place found,23,-102
34008,Mesoamerica,Cultural Area,,
34008,Mesoamerica,Cultural Area,,
34009,México,Place found,23,-102
34009,Oaxaca,Place found,17,-96.5
34009,Mesoamerica,Cultural Area,,
34010,Yucatan Peninsula,Place found,19.5,-89
34010,Mesoamerica,Cultural Area,,
34011,México,Place found,23,-102
34011,Mesoamerica,Cultural Area,,
34011,Mesoamerica,Cultural Area,,
34012,México,Place found,23,-102
34012,Mesoamerica,Cultural Area,,
34012,Mesoamerica,Cultural Area,,
34013,México,Place found,23,-102
34013,Oaxaca,Place found,17,-96.5
34013,Mesoamerica,Cultural Area,,
34014,México,Place found,23,-102
34014,Teotihuacan,Place found,0,0
34014,Mesoamerica,Cultural Area,,
34015,México,Place found,23,-102
34015,Mesoamerica,Cultural Area,,
34015,Mesoamerica,Cultural Area,,
34016,Mesoamerica,Cultural Area,,
34017,México,Place found,23,-102
34017,Mesoamerica,Cultural Area,,
34017,Mesoamerica,Cultural Area,,
34018,Teotihuacan,Place found,0,0
34018,Mesoamerica,Cultural Area,,
34019,México,Place found,23,-102
34019,Mesoamerica,Cultural Area,,
34019,Mesoamerica,Cultural Area,,
34020,México,Place found,23,-102
34020,Vera Cruz,Place found,19.33,-96.67
34020,Mesoamerica,Cultural Area,,
34021,México,Place found,23,-102
34021,Teotihuacan,Place found,0,0
34021,Mesoamerica,Cultural Area,,
34022,Yucatan Peninsula,Place found,19.5,-89
34022,Mesoamerica,Cultural Area,,
34023,Mexico,Place found,23,-102
34023,Guerrero,Place found,17.67,-100
34023,Mesoamerica,Cultural Area,,
34024,México,Place found,23,-102
34024,Vera Cruz,Place found,19.33,-96.67
34024,Mesoamerica,Cultural Area,,
34025,México,Place found,23,-102
34025,Teotihuacan,Place found,0,0
34025,Mesoamerica,Cultural Area,,
34026,México,Place found,23,-102
34026,Mesoamerica,Cultural Area,,
34027,México,Place found,23,-102
34027,Colima,Place found,19.17,-104
34027,Mesoamerica,Cultural Area,,
34028,México,Place found,23,-102
34028,Colima,Place found,19.17,-104
34028,Mesoamerica,Cultural Area,,
34029,México,Place found,23,-102
34029,Jalisco,Place found,20.33,-103.67
34029,Colima,Place found,19.17,-104
34029,Mesoamerica,Cultural Area,,
34030,México,Place found,23,-102
34030,Jalisco,Place found,20.33,-103.67
34030,Colima,Place found,19.17,-104
34030,Mesoamerica,Cultural Area,,
34031,México,Place found,23,-102
34031,Jalisco,Place found,20.33,-103.67
34031,Colima,Place found,19.17,-104
34031,Mesoamerica,Cultural Area,,
34032,México,Place found,23,-102
34032,Jalisco,Place found,20.33,-103.67
34032,Colima,Place found,19.17,-104
34032,Mesoamerica,Cultural Area,,
34033,México,Place found,23,-102
34033,Colima,Place found,19.17,-104
34033,Mesoamerica,Cultural Area,,
34034,México,Place found,23,-102
34034,Jalisco,Place found,20.33,-103.67
34034,Colima,Place found,19.17,-104
34034,Mesoamerica,Cultural Area,,
34035,México,Place found,23,-102
34035,Jalisco,Place found,20.33,-103.67
34035,Colima,Place found,19.17,-104
34035,Mesoamerica,Cultural Area,,
34036,México,Place found,23,-102
34036,Nayarit,Place found,22,-105
34036,Jalisco,Place found,20.33,-103.67
34036,Vera Cruz,Place found,19.33,-96.67
34036,Mesoamerica,Cultural Area,,
34037,México,Place found,23,-102
34037,Colima,Place found,19.17,-104
34037,Mesoamerica,Cultural Area,,
34038,México,Place found,23,-102
34038,Colima,Place found,19.17,-104
34038,Mesoamerica,Cultural Area,,
34039,México,Place found,23,-102
34039,Colima,Place found,19.17,-104
34039,Mesoamerica,Cultural Area,,
34040,México,Place found,23,-102
34040,Vera Cruz,Place found,19.33,-96.67
34040,Mesoamerica,Cultural Area,,
34041,México,Place found,23,-102
34041,Oaxaca,Place found,17,-96.5
34041,Mesoamerica,Cultural Area,,
34042,México,Place found,23,-102
34042,Oaxaca,Place found,17,-96.5
34042,Mesoamerica,Cultural Area,,
34043,México,Place found,23,-102
34043,Vera Cruz,Place found,19.33,-96.67
34043,Mesoamerica,Cultural Area,,
34044,México,Place found,23,-102
34044,Vera Cruz,Place found,19.33,-96.67
34044,Mesoamerica,Cultural Area,,
34045,México,Place found,23,-102
34045,Vera Cruz,Place found,19.33,-96.67
34045,Mesoamerica,Cultural Area,,
34046,Alaska,Place found,65,-153
34046,Saint Lawrence Island,Place found,63.5,-170.43
34046,Arctic,Cultural Area,,
34047,México,Place found,23,-102
34047,Oaxaca,Place found,17,-96.5
34047,Mesoamerica,Cultural Area,,
34048,México,Place found,23,-102
34048,Mesoamerica,Cultural Area,,
34048,Valley of Mexico,Place found,,
34049,México,Place found,23,-102
34049,Oaxaca,Place found,17,-96.5
34049,Mesoamerica,Cultural Area,,
34050,México,Place found,23,-102
34050,Oaxaca,Place found,17,-96.5
34050,Mesoamerica,Cultural Area,,
34051,México,Place found,23,-102
34051,Oaxaca,Place found,17,-96.5
34051,Mesoamerica,Cultural Area,,
34052,México,Place found,23,-102
34052,Oaxaca,Place found,17,-96.5
34052,Mesoamerica,Cultural Area,,
34053,Mesoamerica,Cultural Area,,
34054,México,Place found,23,-102
34054,Guerrero,Place found,17.67,-100
34054,Mesoamerica,Cultural Area,,
34055,México,Place found,23,-102
34055,Guerrero,Place found,17.67,-100
34055,Mesoamerica,Cultural Area,,
34056,México,Place found,23,-102
34056,Oaxaca,Place found,17,-96.5
34056,Mesoamerica,Cultural Area,,
34057,Mesoamerica,Cultural Area,,
34058,México,Place found,23,-102
34058,Oaxaca,Place found,17,-96.5
34058,Mesoamerica,Cultural Area,,
34059,México,Place found,23,-102
34059,Yucatán,Place found,20.83,-89
34059,Mesoamerica,Cultural Area,,
34060,Alaska,Place found,65,-153
34060,Arctic,Cultural Area,,
34061,México,Place found,23,-102
34061,Mesoamerica,Cultural Area,,
34061,Mesoamerica,Cultural Area,,
34062,México,Place found,23,-102
34062,Mesoamerica,Cultural Area,,
34062,Mesoamerica,Cultural Area,,
34063,México,Place found,23,-102
34063,Mesoamerica,Cultural Area,,
34063,Mesoamerica,Cultural Area,,
34064,México,Place found,23,-102
34064,Mesoamerica,Cultural Area,,
34064,Mesoamerica,Cultural Area,,
34065,México,Place found,23,-102
34065,Mesoamerica,Cultural Area,,
34065,Mesoamerica,Cultural Area,,
34066,México,Place found,23,-102
34066,Mesoamerica,Cultural Area,,
34066,Mesoamerica,Cultural Area,,
34067,México,Place found,23,-102
34067,Mesoamerica,Cultural Area,,
34067,Mesoamerica,Cultural Area,,
34068,México,Place found,23,-102
34068,Mesoamerica,Cultural Area,,
34068,Mesoamerica,Cultural Area,,
34069,México,Place found,23,-102
34069,Mesoamerica,Cultural Area,,
34069,Mesoamerica,Cultural Area,,
34070,México,Place found,23,-102
34070,Oaxaca,Place found,17,-96.5
34070,Mesoamerica,Cultural Area,,
34071,México,Place found,23,-102
34071,Mesoamerica,Cultural Area,,
34071,Mesoamerica,Cultural Area,,
34072,México,Place found,23,-102
34072,Mesoamerica,Cultural Area,,
34072,Mesoamerica,Cultural Area,,
34073,México,Place found,23,-102
34073,Mesoamerica,Cultural Area,,
34073,Mesoamerica,Cultural Area,,
34074,México,Place found,23,-102
34074,Mesoamerica,Cultural Area,,
34075,México,Place found,23,-102
34075,Mesoamerica,Cultural Area,,
34075,Mesoamerica,Cultural Area,,
34076,México,Place found,23,-102
34076,Teotihuacan,Place found,0,0
34076,Mesoamerica,Cultural Area,,
34077,México,Place found,23,-102
34077,Mesoamerica,Cultural Area,,
34077,Mesoamerica,Cultural Area,,
34078,México,Place found,23,-102
34078,Mesoamerica,Cultural Area,,
34078,Mesoamerica,Cultural Area,,
34079,México,Place found,23,-102
34079,Nayarit,Place found,22,-105
34079,Mesoamerica,Cultural Area,,
34080,México,Place found,23,-102
34080,Mesoamerica,Cultural Area,,
34080,Mesoamerica,Cultural Area,,
34081,México,Place found,23,-102
34081,Oaxaca,Place found,17,-96.5
34081,Mesoamerica,Cultural Area,,
34082,México,Place found,23,-102
34082,Mesoamerica,Cultural Area,,
34082,Mesoamerica,Cultural Area,,
34083,México,Place found,23,-102
34083,Mesoamerica,Cultural Area,,
34083,Mesoamerica,Cultural Area,,
34084,México,Place found,23,-102
34084,Mesoamerica,Cultural Area,,
34084,Mesoamerica,Cultural Area,,
34085,México,Place found,23,-102
34085,Mesoamerica,Cultural Area,,
34085,Mesoamerica,Cultural Area,,
34086,México,Place found,23,-102
34086,Mesoamerica,Cultural Area,,
34086,Mesoamerica,Cultural Area,,
34087,México,Place found,23,-102
34087,Mesoamerica,Cultural Area,,
34087,Valley of Mexico,Place found,,
34088,México,Place found,23,-102
34088,Nayarit,Place found,22,-105
34088,Mesoamerica,Cultural Area,,
34089,México,Place found,23,-102
34089,Mesoamerica,Cultural Area,,
34089,Valley of Mexico,Place found,,
34090,México,Place found,23,-102
34090,Mesoamerica,Cultural Area,,
34090,Valley of Mexico,Place found,,
34091,México,Place found,23,-102
34091,Mesoamerica,Cultural Area,,
34091,Valley of Mexico,Place found,,
34092,México,Place found,23,-102
34092,Guerrero,Place found,17.67,-100
34092,Mesoamerica,Cultural Area,,
34093,México,Place found,23,-102
34093,Mesoamerica,Cultural Area,,
34093,Mesoamerica,Cultural Area,,
34094,México,Place found,23,-102
34094,Mesoamerica,Cultural Area,,
34094,Mesoamerica,Cultural Area,,
34095,México,Place found,23,-102
34095,Guerrero,Place found,17.67,-100
34095,Mesoamerica,Cultural Area,,
34096,Mexico,Place found,23,-102
34096,Chiapas,Place found,16.5,-92.5
34096,Tuxtla,Place found,16.75,-93.15
34096,Mesoamerica,Cultural Area,,
34097,México,Place found,23,-102
34097,Guerrero,Place found,17.67,-100
34097,Mesoamerica,Cultural Area,,
34098,México,Place found,23,-102
34098,Oaxaca,Place found,17,-96.5
34098,Mesoamerica,Cultural Area,,
34099,México,Place found,23,-102
34099,Mesoamerica,Cultural Area,,
34099,Mesoamerica,Cultural Area,,
34100,México,Place found,23,-102
34100,Mesoamerica,Cultural Area,,
34100,Mesoamerica,Cultural Area,,
34101,México,Place found,23,-102
34101,Mesoamerica,Cultural Area,,
34101,Mesoamerica,Cultural Area,,
34102,México,Place found,23,-102
34102,Oaxaca,Place found,17,-96.5
34102,Mesoamerica,Cultural Area,,
34103,México,Place found,23,-102
34103,Mesoamerica,Cultural Area,,
34103,Mesoamerica,Cultural Area,,
34104,México,Place found,23,-102
34104,Mesoamerica,Cultural Area,,
34104,Mesoamerica,Cultural Area,,
34105,México,Place found,23,-102
34105,Mesoamerica,Cultural Area,,
34105,Mesoamerica,Cultural Area,,
34106,México,Place found,23,-102
34106,Guerrero,Place found,17.67,-100
34106,Mesoamerica,Cultural Area,,
34107,México,Place found,23,-102
34107,Chiapas,Place found,16.5,-92.5
34107,Mesoamerica,Cultural Area,,
34108,México,Place found,23,-102
34108,Guerrero,Place found,17.67,-100
34108,Michoacán,Place found,19.17,-101.83
34108,Mesoamerica,Cultural Area,,
34109,México,Place found,23,-102
34109,Guerrero,Place found,17.67,-100
34109,Michoacán,Place found,19.17,-101.83
34109,Mesoamerica,Cultural Area,,
34110,México,Place found,23,-102
34110,Mesoamerica,Cultural Area,,
34110,Mesoamerica,Cultural Area,,
34111,México,Place found,23,-102
34111,Mesoamerica,Cultural Area,,
34111,Central Mexico,Place found,,
34112,Guatemala,Place found,15.5,-90.25
34112,México,Place found,23,-102
34112,Mesoamerica,Cultural Area,,
34113,México,Place found,23,-102
34113,Mesoamerica,Cultural Area,,
34113,Central Mexico,Place found,,
34114,México,Place found,23,-102
34114,Mesoamerica,Cultural Area,,
34114,Central Mexico,Place found,,
34115,México,Place found,23,-102
34115,Mesoamerica,Cultural Area,,
34115,Mesoamerica,Cultural Area,,
34117,Mesoamerica,Cultural Area,,
34118,México,Place found,23,-102
34118,Mesoamerica,Cultural Area,,
34118,Central Mexico,Place found,,
34119,México,Place found,23,-102
34119,Mesoamerica,Cultural Area,,
34119,Central Mexico,Place found,,
34120,México,Place found,23,-102
34120,Mesoamerica,Cultural Area,,
34120,Valley of Mexico,Place found,,
34121,Mesoamerica,Cultural Area,,
34123,México,Place found,23,-102
34123,Mesoamerica,Cultural Area,,
34123,Valley of Mexico,Place found,,
34124,México,Place found,23,-102
34124,Mesoamerica,Cultural Area,,
34124,Central Mexico,Place found,,
34125,México,Place found,23,-102
34125,Mesoamerica,Cultural Area,,
34125,Central Mexico,Place found,,
34126,México,Place found,23,-102
34126,Mesoamerica,Cultural Area,,
34126,Central Mexico,Place found,,
34127,México,Place found,23,-102
34127,Mesoamerica,Cultural Area,,
34127,Central Mexico,Place found,,
34128,México,Place found,23,-102
34128,Mesoamerica,Cultural Area,,
34128,Central Mexico,Place found,,
34129,México,Place found,23,-102
34129,Mesoamerica,Cultural Area,,
34129,Central Mexico,Place found,,
34130,México,Place found,23,-102
34130,Mesoamerica,Cultural Area,,
34130,Valley of Mexico,Place found,,
34131,México,Place found,23,-102
34131,Ticomán,Place found,19.52,-99.13
34131,Ticomán,Place found,19.52,-99.13
34131,Mesoamerica,Cultural Area,,
34132,México,Place found,23,-102
34132,Ticomán,Place found,19.52,-99.13
34132,Mesoamerica,Cultural Area,,
34133,México,Place found,23,-102
34133,Mesoamerica,Cultural Area,,
34133,Mesoamerica,Cultural Area,,
34134,México,Place found,23,-102
34134,Mesoamerica,Cultural Area,,
34134,Valley of Mexico,Place found,,
34135,México,Place found,23,-102
34135,Mesoamerica,Cultural Area,,
34135,Central Mexico,Place found,,
34136,Mesoamerica,Cultural Area,,
34137,Mesoamerica,Cultural Area,,
34138,México,Place found,23,-102
34138,Mesoamerica,Cultural Area,,
34138,Valley of Mexico,Place found,,
34139,México,Place found,23,-102
34139,Mesoamerica,Cultural Area,,
34139,Central Mexico,Place found,,
34140,México,Place found,23,-102
34140,Mesoamerica,Cultural Area,,
34140,Central Mexico,Place found,,
34141,México,Place found,23,-102
34141,Mesoamerica,Cultural Area,,
34141,Central Mexico,Place found,,
34142,México,Place found,23,-102
34142,Mesoamerica,Cultural Area,,
34142,Valley of Mexico,Place found,,
34143,México,Place found,23,-102
34143,Mesoamerica,Cultural Area,,
34143,Central Mexico,Place found,,
34144,México,Place found,23,-102
34144,Mesoamerica,Cultural Area,,
34144,Central Mexico,Place found,,
34145,México,Place found,23,-102
34145,Mesoamerica,Cultural Area,,
34145,Central Mexico,Place found,,
34146,México,Place found,23,-102
34146,Hidalgo,Place found,20.5,-99
34146,Tula,Place found,20.5,-99.35
34146,Mesoamerica,Cultural Area,,
34147,México,Place found,23,-102
34147,Mesoamerica,Cultural Area,,
34147,Central Mexico,Place found,,
34148,México,Place found,23,-102
34148,Mesoamerica,Cultural Area,,
34148,Central Mexico,Place found,,
34149,México,Place found,23,-102
34149,Mesoamerica,Cultural Area,,
34149,Central Mexico,Place found,,
34150,México,Place found,23,-102
34150,Mesoamerica,Cultural Area,,
34150,Valley of Mexico,Place found,,
34151,México,Place found,23,-102
34151,Oaxaca,Place found,17,-96.5
34151,Mesoamerica,Cultural Area,,
34152,México,Place found,23,-102
34152,Oaxaca,Place found,17,-96.5
34152,Mesoamerica,Cultural Area,,
34153,Costa Rica,Place found,10,-84
34153,Mesoamerica,Cultural Area,,
34154,México,Place found,23,-102
34154,Mesoamerica,Cultural Area,,
34154,Valley of Mexico,Place found,,
34155,Costa Rica,Place found,10,-84
34155,Guanacaste,Place found,10.5,-85.25
34155,Filadelfia,Place found,10.47,-85.55
34155,Mesoamerica,Cultural Area,,
34156,México,Place found,23,-102
34156,Mesoamerica,Cultural Area,,
34156,Mesoamerica,Cultural Area,,
34157,Mesoamerica,Cultural Area,,
34158,Mesoamerica,Cultural Area,,
34159,México,Place found,23,-102
34159,Guerrero,Place found,17.67,-100
34159,Mesoamerica,Cultural Area,,
34160,Costa Rica,Place found,10,-84
34160,Guanacaste,Place found,10.5,-85.25
34160,Filadelfia,Place found,10.47,-85.55
34160,Mesoamerica,Cultural Area,,
34161,Mexico,Place found,23,-102
34161,Guerrero,Place found,17.67,-100
34161,Mesoamerica,Cultural Area,,
34162,México,Place found,23,-102
34162,Mesoamerica,Cultural Area,,
34162,Valley of Mexico,Place found,,
34163,México,Place found,23,-102
34163,Tenochtitlan,Place found,19.4,-99.15
34163,Mesoamerica,Cultural Area,,
34164,México,Place found,23,-102
34164,Monte Albán,Place found,17.33,-96.77
34164,Mesoamerica,Cultural Area,,
34165,México,Place found,23,-102
34165,Mesoamerica,Cultural Area,,
34166,México,Place found,23,-102
34166,Mesoamerica,Cultural Area,,
34166,Valley of Mexico,Place found,,
34167,México,Place found,23,-102
34167,Monte Albán,Place found,17.33,-96.77
34167,Mesoamerica,Cultural Area,,
34168,México,Place found,23,-102
34168,Mesoamerica,Cultural Area,,
34169,México,Place found,23,-102
34169,Mesoamerica,Cultural Area,,
34170,México,Place found,23,-102
34170,Oaxaca,Place found,17,-96.5
34170,Mesoamerica,Cultural Area,,
34171,México,Place found,23,-102
34171,Mesoamerica,Cultural Area,,
34172,México,Place found,23,-102
34172,Mesoamerica,Cultural Area,,
34172,Mesoamerica,Cultural Area,,
34173,México,Place found,23,-102
34173,Mesoamerica,Cultural Area,,
34173,Mesoamerica,Cultural Area,,
34174,México,Place found,23,-102
34174,Mesoamerica,Cultural Area,,
34174,Mesoamerica,Cultural Area,,
34175,México,Place found,23,-102
34175,Mesoamerica,Cultural Area,,
34175,Mesoamerica,Cultural Area,,
34176,México,Place found,23,-102
34176,Mesoamerica,Cultural Area,,
34176,Mesoamerica,Cultural Area,,
34177,México,Place found,23,-102
34177,Mesoamerica,Cultural Area,,
34177,Mesoamerica,Cultural Area,,
34178,México,Place found,23,-102
34178,Mesoamerica,Cultural Area,,
34178,Mesoamerica,Cultural Area,,
34179,México,Place found,23,-102
34179,Mesoamerica,Cultural Area,,
34179,Mesoamerica,Cultural Area,,
34180,México,Place found,23,-102
34180,Mesoamerica,Cultural Area,,
34180,Mesoamerica,Cultural Area,,
34181,México,Place found,23,-102
34181,Mesoamerica,Cultural Area,,
34181,Mesoamerica,Cultural Area,,
34182,United States of America,Place found,38,-98
34182,Great Plains,Place found,39.42,-101.28
34182,Plains,Cultural Area,,
34183,México,Place found,23,-102
34183,Mesoamerica,Cultural Area,,
34183,Mesoamerica,Cultural Area,,
34184,Panama,Place found,9,-80
34184,Mesoamerica,Cultural Area,,
34185,Panama,Place found,9,-80
34185,Mesoamerica,Cultural Area,,
34186,Panama,Place found,9,-80
34186,Mesoamerica,Cultural Area,,
34187,Panama,Place found,9,-80
34187,Mesoamerica,Cultural Area,,
34188,Panama,Place found,9,-80
34188,Mesoamerica,Cultural Area,,
34189,Panama,Place found,9,-80
34189,Mesoamerica,Cultural Area,,
34190,Panama,Place found,9,-80
34190,Mesoamerica,Cultural Area,,
34191,Panama,Place found,9,-80
34191,Mesoamerica,Cultural Area,,
34192,Panama,Place found,9,-80
34192,Mesoamerica,Cultural Area,,
34193,Panama,Place found,9,-80
34193,Mesoamerica,Cultural Area,,
34194,Panama,Place found,9,-80
34194,Mesoamerica,Cultural Area,,
34195,Panama,Place found,9,-80
34195,Mesoamerica,Cultural Area,,
34196,Panama,Place found,9,-80
34196,Mesoamerica,Cultural Area,,
34197,Panama,Place found,9,-80
34197,Mesoamerica,Cultural Area,,
34198,Panama,Place found,9,-80
34198,Mesoamerica,Cultural Area,,
34199,Panama,Place found,9,-80
34199,Mesoamerica,Cultural Area,,
34200,Panama,Place found,9,-80
34200,Mesoamerica,Cultural Area,,
34201,Panama,Place found,9,-80
34201,Mesoamerica,Cultural Area,,
34202,Panama,Place found,9,-80
34202,Mesoamerica,Cultural Area,,
34203,Panama,Place found,9,-80
34203,Mesoamerica,Cultural Area,,
34204,Panama,Place found,9,-80
34204,Mesoamerica,Cultural Area,,
34205,México,Place found,23,-102
34205,Jalisco,Place found,20.33,-103.67
34205,Colima,Place found,19.17,-104
34205,Mesoamerica,Cultural Area,,
34206,Panama,Place found,9,-80
34206,Mesoamerica,Cultural Area,,
34207,Panama,Place found,9,-80
34207,Mesoamerica,Cultural Area,,
34208,England,Place Made,53,-2
34209,Panama,Place found,9,-80
34209,Mesoamerica,Cultural Area,,
34210,Panama,Place found,9,-80
34210,Mesoamerica,Cultural Area,,
34211,Alaska,Place found,65,-153
34211,Yukon,Place found,62.53,-163.98
34211,Arctic,Cultural Area,,
34211,Mouth of Yukon,Place found,,
34212,Alaska,Place found,65,-153
34212,Saint Michael,Place found,63.47,-162.33
34212,Arctic,Cultural Area,,
34213,Alaska,Place found,65,-153
34213,Golovin,Place found,64.53,-163.16
34213,Arctic,Cultural Area,,
34214,Alaska,Place found,65,-153
34214,Cape Prince of Wales,Place found,65.58,-168.83
34214,Arctic,Cultural Area,,
34215,Alaska,Place found,65,-153
34215,Nome,Place found,64.5,-165.4
34215,Arctic,Cultural Area,,
34216,France,Place Made,46,2
34217,United States of America,Place Made,38,-98
34218,United States of America,Place Made,38,-98
34219,United States of America,Place Made,38,-98
34220,United States of America,Place Made,38,-98
34221,United States of America,Place Made,38,-98
34222,United States of America,Place Made,38,-98
34223,United States of America,Place Made,38,-98
34224,England,Place Made,53,-2
34225,United States of America,Place Made,38,-98
34226,United States of America,Place Made,38,-98
34227,United States of America,Place Made,38,-98
34228,United States of America,Place Made,38,-98
34229,United States of America,Place Made,38,-98
34230,England,Place Made,53,-2
34231,England,Place Made,53,-2
34232,England,Place Made,53,-2
34233,United States of America,Place Made,38,-98
34234,United States of America,Place Made,38,-98
34235,United States of America,Place Made,38,-98
34236,United States of America,Place Made,38,-98
34237,United States of America,Place Made,38,-98
34238,United States of America,Place Made,38,-98
34239,United States of America,Place Made,38,-98
34240,United States of America,Place Made,38,-98
34241,United States of America,Place Made,38,-98
34242,England,Place Made,53,-2
34244,England,Place Made,53,-2
34245,England,Place Made,53,-2
34246,Mesa Verde,Place found,0,0
34246,Southwest,Cultural Area,,
34248,Mesa Verde,Place found,0,0
34248,Southwest,Cultural Area,,
34249,Mesa Verde,Place found,0,0
34249,Southwest,Cultural Area,,
34251,Mesa Verde,Place found,0,0
34251,Southwest,Cultural Area,,
34252,Arizona,Place found,34,-112
34252,Southwest,Cultural Area,,
34252,Northeastern Arizona,Place found,,
34253,Mesa Verde,Place found,0,0
34253,Southwest,Cultural Area,,
34254,Black Mesa,Place found,36.98,-103.13
34254,Southwest,Cultural Area,,
34256,Mesa Verde,Place found,0,0
34256,Southwest,Cultural Area,,
34257,Mesa Verde,Place found,0,0
34257,Southwest,Cultural Area,,
34258,Arizona,Place found,34,-112
34258,Southwest,Cultural Area,,
34258,Eastern Arizona,Place found,,
34259,Kayenta,Place found,36.72,-110.25
34259,Southwest,Cultural Area,,
34260,Southwest,Cultural Area,,
34261,Mesa Verde,Place found,0,0
34261,Southwest,Cultural Area,,
34262,Mesa Verde,Place found,0,0
34262,Southwest,Cultural Area,,
34263,Mesa Verde,Place found,0,0
34263,Southwest,Cultural Area,,
34264,Mesa Verde,Place found,0,0
34264,Southwest,Cultural Area,,
34265,Mesa Verde,Place found,0,0
34265,Southwest,Cultural Area,,
34266,Southwest,Cultural Area,,
34267,Southwest,Cultural Area,,
34268,Mesa Verde,Place found,0,0
34268,Southwest,Cultural Area,,
34269,Kayenta,Place found,36.72,-110.25
34269,Southwest,Cultural Area,,
34270,Arizona,Place found,34,-112
34270,Southwest,Cultural Area,,
34271,Kayenta,Place found,36.72,-110.25
34271,Southwest,Cultural Area,,
